grid_id,hb_peo_density,hb_distance,up_la,down_la,right_lon,left_lon,lon,la,wb_peo_density,wb_distance,jh_density,jh_ratio,poi_sum,roaddensity,near_dist,time_to_sub,事件活动_count,交通设施服务_count,住宿服务_count,体育休闲服务_count,公共设施_count,公司企业_count,医疗保健服务_count,商务住宅_count,地名地址信息_count,室内设施_count,摩托车服务_count,政府机构及社会团体_count,汽车服务_count,汽车维修_count,汽车销售_count,生活服务_count,科教文化服务_count,购物服务_count,通行设施_count,道路附属设施_count,金融保险服务_count,风景名胜_count,餐饮服务_count,evenness,diversity
"(119.960703, 29.759438)",0.0,0.0,29.764438,29.754438,119.965703,119.955703,119.960703,29.759438,0.0,0.0,0.0,0.0,2.0,2.36354397542,53.39248452567505,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.970703, 29.759438)",0.0,0.0,29.764438,29.754438,119.975703,119.965703,119.970703,29.759438,0.0,0.0,0.0,0.0,0.0,0.0,52.9892548560419,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.980703, 29.759438)",0.0,0.0,29.764438,29.754438,119.985703,119.975703,119.980703,29.759438,0.0,0.0,0.0,0.0,0.0,0.0,52.60182419978536,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.990703, 29.759438)",0.0,0.0,29.764438,29.754438,119.995703,119.985703,119.990703,29.759438,0.0,0.0,0.0,0.0,0.0,0.0,52.23039133848067,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(120.000703, 29.759438)",0.0,0.0,29.764438,29.754438,120.005703,119.995703,120.000703,29.759438,0.0,0.0,0.0,0.0,0.0,0.0,51.87536879290295,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(120.010703, 29.759438)",0.0,0.0,29.764438,29.754438,120.015703,120.005703,120.010703,29.759438,0.0,0.0,0.0,0.0,0.0,0.0,51.537106772034406,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(120.020703, 29.759438)",0.0,0.0,29.764438,29.754438,120.025703,120.015703,120.020703,29.759438,0.0,0.0,0.0,0.0,0.0,0.0,51.21582056068142,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.870703, 29.769438)",0.0,0.0,29.774438,29.764438,119.875703,119.865703,119.870703,29.769438,0.0,0.0,0.0,0.0,0.0,0.0,56.82757609344391,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.880703, 29.769438)",0.0,0.0,29.774438,29.764438,119.885703,119.875703,119.880703,29.769438,0.0,0.0,0.0,0.0,0.0,0.0,56.29100357949496,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.890703, 29.769438)",0.0,0.0,29.774438,29.764438,119.895703,119.885703,119.890703,29.769438,0.0,0.0,0.0,0.0,1.0,0.0,55.7670247989696,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.900703, 29.769438)",0.0,0.0,29.774438,29.764438,119.905703,119.895703,119.900703,29.769438,0.0,0.0,0.0,0.0,1.0,0.0,55.25600528652451,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.910703, 29.769438)",0.0,0.0,29.774438,29.764438,119.915703,119.905703,119.910703,29.769438,0.0,0.0,0.0,0.0,1.0,0.0,54.75831678412308,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.920703, 29.769438)",0.0,0.0,29.774438,29.764438,119.925703,119.915703,119.920703,29.769438,0.0,0.0,0.0,0.0,0.0,0.0,54.274293921872165,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.930703, 29.769438)",0.0,0.0,29.774438,29.764438,119.935703,119.925703,119.930703,29.769438,0.0,0.0,0.0,0.0,0.0,0.0,53.80432818942906,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.940703, 29.769438)",0.0,0.0,29.774438,29.764438,119.945703,119.935703,119.940703,29.769438,0.0,0.0,0.0,0.0,2.0,0.0,53.34877154730873,480.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
"(119.950703, 29.769438)",0.0,0.0,29.774438,29.764438,119.955703,119.945703,119.950703,29.769438,0.0,0.0,0.0,0.0,6.0,0.0,52.90798101631251,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.920619835714305,1.0114042647073516
"(119.960703, 29.769438)",2.0,45.28947304056125,29.774438,29.764438,119.965703,119.955703,119.960703,29.769438,9.0,24.03543325239197,11.0,4.5,5.0,1.48408984944,52.48237294249196,480.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219280948873623,0.5004024235381879
"(119.970703, 29.769438)",0.0,0.0,29.774438,29.764438,119.975703,119.965703,119.970703,29.769438,0.0,0.0,0.0,0.0,1.0,0.0,52.07221553181808,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.980703, 29.769438)",0.0,0.0,29.774438,29.764438,119.985703,119.975703,119.980703,29.769438,0.0,0.0,0.0,0.0,0.0,0.0,51.678035499610985,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.990703, 29.769438)",0.0,0.0,29.774438,29.764438,119.995703,119.985703,119.990703,29.769438,0.0,0.0,0.0,0.0,0.0,0.0,51.29995819173367,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(120.000703, 29.769438)",0.0,0.0,29.774438,29.764438,120.005703,119.995703,120.000703,29.769438,0.0,0.0,0.0,0.0,0.0,0.0,50.93860938498975,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(120.010703, 29.769438)",0.0,0.0,29.774438,29.764438,120.015703,120.005703,120.010703,29.769438,0.0,0.0,0.0,0.0,0.0,0.0,50.59408476402112,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(120.020703, 29.769438)",0.0,0.0,29.774438,29.764438,120.025703,120.015703,120.020703,29.769438,0.0,0.0,0.0,0.0,1.0,0.0,50.266918373056455,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(120.030703, 29.769438)",0.0,0.0,29.774438,29.764438,120.035703,120.025703,120.030703,29.769438,0.0,0.0,0.0,0.0,0.0,0.0,49.95737885141783,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.860703, 29.779438)",0.0,0.0,29.784438,29.774438,119.865703,119.855703,119.860703,29.779438,0.0,0.0,0.0,0.0,1.0,0.0,56.54714403024007,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.870703, 29.779438)",0.0,0.0,29.784438,29.774438,119.875703,119.865703,119.870703,29.779438,0.0,0.0,0.0,0.0,0.0,0.0,55.99036547426318,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.880703, 29.779438)",0.0,0.0,29.784438,29.774438,119.885703,119.875703,119.880703,29.779438,0.0,0.0,0.0,0.0,0.0,0.0,55.4456961930056,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.890703, 29.779438)",0.0,0.0,29.784438,29.774438,119.895703,119.885703,119.890703,29.779438,0.0,0.0,0.0,0.0,0.0,0.0,54.91383159449548,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.900703, 29.779438)",0.0,0.0,29.784438,29.774438,119.905703,119.895703,119.900703,29.779438,0.0,0.0,0.0,0.0,1.0,0.0,54.39483455823707,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.910703, 29.779438)",0.0,0.0,29.784438,29.774438,119.915703,119.905703,119.910703,29.779438,0.0,0.0,0.0,0.0,4.0,0.0,53.88935972744128,480.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9463946303571862,1.0397207708399179
"(119.920703, 29.779438)",0.0,0.0,29.784438,29.774438,119.925703,119.915703,119.920703,29.779438,0.0,0.0,0.0,0.0,0.0,0.0,53.39750393549888,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.930703, 29.779438)",0.0,0.0,29.784438,29.774438,119.935703,119.925703,119.930703,29.779438,0.0,0.0,0.0,0.0,1.0,0.0,52.91993145944619,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.940703, 29.779438)",0.0,0.0,29.784438,29.774438,119.945703,119.935703,119.940703,29.779438,0.0,0.0,0.0,0.0,0.0,0.0,52.45671705315229,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.950703, 29.779438)",0.0,0.0,29.784438,29.774438,119.955703,119.945703,119.950703,29.779438,0.0,0.0,0.0,0.0,11.0,0.978220470349,52.008559086884205,480.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9732146334251459,1.8937882323911377
"(119.960703, 29.779438)",7.0,39.26157755522421,29.784438,29.774438,119.965703,119.955703,119.960703,29.779438,6.0,38.74577208178757,13.0,0.8571428571428571,80.0,1.30301538985,51.57552939860389,480.0,0.0,2.0,7.0,10.0,5.0,1.0,3.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,4.0,13.0,0.0,0.0,0.0,6.0,6.0,0.9221111789003367,2.433504265397101
"(119.970703, 29.779438)",10.0,26.0539887600154,29.784438,29.774438,119.975703,119.965703,119.970703,29.779438,1.0,1.2093555729372645,11.0,0.1,2.0,0.590612934195,51.15828506220396,480.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
"(119.980703, 29.779438)",0.0,0.0,29.784438,29.774438,119.985703,119.975703,119.980703,29.779438,0.0,0.0,0.0,0.0,12.0,0.0,50.757007922184094,480.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7668937437992748,1.234267866079077
"(119.990703, 29.779438)",0.0,0.0,29.784438,29.774438,119.995703,119.985703,119.990703,29.779438,0.0,0.0,0.0,0.0,1.0,0.0,50.37219115242515,480.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(120.000703, 29.779438)",0.0,0.0,29.784438,29.774438,120.005703,119.995703,120.000703,29.779438,0.0,0.0,0.0,0.0,1.0,0.0,50.004194940442886,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(120.010703, 29.779438)",0.0,0.0,29.784438,29.774438,120.015703,120.005703,120.010703,29.779438,0.0,0.0,0.0,0.0,0.0,0.0,49.65329245584712,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(120.020703, 29.779438)",0.0,0.0,29.784438,29.774438,120.025703,120.015703,120.020703,29.779438,0.0,0.0,0.0,0.0,1.0,0.0,49.32003537775672,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(120.030703, 29.779438)",0.0,0.0,29.784438,29.774438,120.035703,120.025703,120.030703,29.779438,0.0,0.0,0.0,0.0,0.0,0.0,49.00451518629425,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.860703, 29.789438)",0.0,0.0,29.794438,29.784438,119.865703,119.855703,119.860703,29.789438,0.0,0.0,0.0,0.0,0.0,0.0,55.72344816154826,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.870703, 29.789438)",0.0,0.0,29.794438,29.784438,119.875703,119.865703,119.870703,29.789438,0.0,0.0,0.0,0.0,2.0,0.536490830301,55.158355695013285,480.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
"(119.880703, 29.789438)",0.0,0.0,29.794438,29.784438,119.885703,119.875703,119.880703,29.789438,1.0,34.30232720244845,1.0,0.0,0.0,1.03262511372,54.60561663956342,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.890703, 29.789438)",0.0,0.0,29.794438,29.784438,119.895703,119.885703,119.890703,29.789438,0.0,0.0,0.0,0.0,1.0,1.04959047091,54.065488462128044,480.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.900703, 29.789438)",0.0,0.0,29.794438,29.784438,119.905703,119.895703,119.900703,29.789438,1.0,20.79547178433939,1.0,0.0,16.0,1.00072677401,53.53849020033223,480.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823679532568758,1.4201164366884957
"(119.910703, 29.789438)",0.0,0.0,29.794438,29.784438,119.915703,119.905703,119.910703,29.789438,0.0,0.0,0.0,0.0,5.0,0.987281352584,53.02485264615694,480.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9602297178607612,1.0549201679861442
"(119.920703, 29.789438)",0.0,0.0,29.794438,29.784438,119.925703,119.915703,119.920703,29.789438,0.0,0.0,0.0,0.0,8.0,1.08438503634,52.525116585163325,480.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9283832117695865,1.4941751382893085
"(119.930703, 29.789438)",0.0,0.0,29.794438,29.784438,119.935703,119.925703,119.930703,29.789438,0.0,0.0,0.0,0.0,2.0,0.240315658408,52.03953873177455,480.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
"(119.940703, 29.789438)",0.0,0.0,29.794438,29.784438,119.945703,119.935703,119.940703,29.789438,0.0,0.0,0.0,0.0,26.0,1.13889768389,51.56862323449746,480.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.8793175343660349,2.0247034466395117
"(119.950703, 29.789438)",3.0,10.858435247679736,29.794438,29.784438,119.955703,119.945703,119.950703,29.789438,1.0,2.269068295754806,4.0,0.3333333333333333,4.0,0.490936874966,51.11270483855016,480.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9463946303571862,1.0397207708399179
"(119.960703, 29.789438)",0.0,0.0,29.794438,29.784438,119.965703,119.955703,119.960703,29.789438,0.0,0.0,0.0,0.0,1.0,0.0,50.67219154267188,480.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.970703, 29.789438)",0.0,0.0,29.794438,29.784438,119.975703,119.965703,119.970703,29.789438,0.0,0.0,0.0,0.0,2.0,0.0,50.247547304406886,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6931471805599453
"(119.980703, 29.789438)",0.0,0.0,29.794438,29.784438,119.985703,119.975703,119.980703,29.789438,0.0,0.0,0.0,0.0,0.0,0.0,49.83902440102332,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(119.990703, 29.789438)",0.0,0.0,29.794438,29.784438,119.995703,119.985703,119.990703,29.789438,0.0,0.0,0.0,0.0,8.0,0.0,49.44724029143415,480.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8194483718728034,0.9002560512685369
